Name,Short Name,Type,Family,Tradition,General Personality,major_id,Major Name,floor_id,Wing,Room,Class Schedule,Wing Name,Flight Name,RezCode,Residence
,,Copper,metallic,arcane,prankster & hedonist,8,Political Intrigue and Diplomacy,4,Wisp,,,,,99,Graveyard
,,Umbral,primal,primal,malicious hunters of the undead,3,Ancient Relics and Artifacts: ,9,Nexus,,,,,99,Graveyard
,,Astral,esoteric,Occult,private & proud,4,Economic Dominance and Resource Management,4,Wisp,,,,,99,Graveyard
,,Cerulean,wild,arcane,explorers and adventurers,3,Ancient Relics and Artifacts: ,12,Whirlwind,,,,,99,Graveyard
,,White,chromatic,arcane,brutish and predatory survivalists,9,Magical Theory and Application,14,Elysium,,,,,99,Graveyard
,,Green,chromatic,arcane,obessive and meticulous scholars,10,Eldritch Engineering,6,Eclipse,,,,,4,Crystalmount Rise
,,Magma,primal,primal,"brash, unpredictable, & violent",9,Magical Theory and Application,14,Elysium,,,,,4,Crystalmount Rise
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,12,Elemental Binding,4,Wisp,,,,,4,Crystalmount Rise
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,12,Whirlwind,,,,,4,Crystalmount Rise
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,5,Mineral Extraction & Refinement,17,Nightshade,,,,,4,Crystalmount Rise
,,White,chromatic,arcane,brutish and predatory survivalists,10,Eldritch Engineering,2,Empyrean,,,,,14,Stormbay Landing
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,14,Elysium,,,,,14,Stormbay Landing
,,Apocolypse,planar,divine,despoiler & destroyer,2,Dragon History,11,Sunfire,,,,,14,Stormbay Landing
,,Amethyst,jewel,arcane/divine,deception and stealth,1,Prophecy,15,Seraphic,,,,,14,Stormbay Landing
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,12,Elemental Binding,13,Nova,,,,,14,Stormbay Landing
,,Amethyst,jewel,arcane/divine,deception and stealth,10,Eldritch Engineering,14,Elysium,,,,,6,Stoneheart Halls
,,Green,chromatic,arcane,obessive and meticulous scholars,6,Arcane Artifice and Enchantment Studies,20,Whisper,,,,,6,Stoneheart Halls
,,Crystal,primal,primal,build beautiful homes,4,Economic Dominance and Resource Management,20,Whisper,,,,,6,Stoneheart Halls
,,Harlequin,wild,arcane,clever and insightful jesters,9,Magical Theory and Application,13,Nova,,,,,6,Stoneheart Halls
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,7,Planar Studies,8,Wraith,,,,,6,Stoneheart Halls
,,Brass,metallic,arcane,curious & short attention span,3,Ancient Relics and Artifacts: ,16,Wildfire,,,,,99,Graveyard
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,8,Political Intrigue and Diplomacy,11,Sunfire,,,,,99,Graveyard
,,White,chromatic,arcane,brutish and predatory survivalists,12,Elemental Binding,17,Nightshade,,,,,99,Graveyard
,,Gold,metallic,divine,wise counselor and leader,5,Mineral Extraction & Refinement,7,Starlight,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",11,Arcanomechanics,18,Enigma,,,,,99,Graveyard
,,White,chromatic,arcane,brutish and predatory survivalists,3,Ancient Relics and Artifacts: ,11,Sunfire,,,,,14,Stormbay Landing
,,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,11,Sunfire,,,,,14,Stormbay Landing
,,Green,chromatic,arcane,obessive and meticulous scholars,7,Planar Studies,8,Wraith,,,,,14,Stormbay Landing
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,11,Arcanomechanics,12,Whirlwind,,,,,14,Stormbay Landing
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,8,Political Intrigue and Diplomacy,8,Wraith,,,,,14,Stormbay Landing
,,Moonstone,jewel,divine,wise and gentle storytellers and teachers,3,Ancient Relics and Artifacts: ,1,Exalted,,,,,99,Graveyard
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,12,Elemental Binding,8,Wraith,,,,,99,Graveyard
,,White,chromatic,arcane,brutish and predatory survivalists,11,Arcanomechanics,13,Nova,,,,,99,Graveyard
,,Red,chromatic,arcane,proud and arrogant,1,Prophecy,13,Nova,,,,,99,Graveyard
,,Cerulean,wild,arcane,explorers and adventurers,9,Magical Theory and Application,15,Seraphic,,,,,99,Graveyard
,,Red,chromatic,arcane,proud and arrogant,5,Mineral Extraction & Refinement,16,Wildfire,,,,,14,Stormbay Landing
,,Copper,metallic,arcane,prankster & hedonist,1,Prophecy,10,Echo,,,,,14,Stormbay Landing
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,19,Shadow,,,,,14,Stormbay Landing
,,White,chromatic,arcane,brutish and predatory survivalists,4,Economic Dominance and Resource Management,2,Empyrean,,,,,14,Stormbay Landing
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",1,Prophecy,13,Nova,,,,,14,Stormbay Landing
,,Amethyst,jewel,arcane/divine,deception and stealth,6,Arcane Artifice and Enchantment Studies,10,Echo,,,,,8,Crystal Mantle
,,Gold,metallic,divine,wise counselor and leader,4,Economic Dominance and Resource Management,7,Starlight,,,,,8,Crystal Mantle
,,Sky,imperial,divine,religious traditionalist,6,Arcane Artifice and Enchantment Studies,20,Whisper,,,,,8,Crystal Mantle
,,Red,chromatic,arcane,proud and arrogant,10,Eldritch Engineering,10,Echo,,,,,8,Crystal Mantle
,,Green,chromatic,arcane,obessive and meticulous scholars,10,Eldritch Engineering,14,Elysium,,,,,8,Crystal Mantle
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,11,Arcanomechanics,13,Nova,,,,,18,Galeholm Fields
,,Solar,outer,arcane,uber arrogant,2,Dragon History,1,Exalted,,,,,18,Galeholm Fields
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,15,Seraphic,,,,,18,Galeholm Fields
,,Green,chromatic,arcane,obessive and meticulous scholars,7,Planar Studies,15,Seraphic,,,,,18,Galeholm Fields
,,Brass,metallic,arcane,curious & short attention span,5,Mineral Extraction & Refinement,4,Wisp,,,,,18,Galeholm Fields
,,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,11,Sunfire,,,,,10,Boudlerfall Enclave
,,Cerulean,wild,arcane,explorers and adventurers,10,Eldritch Engineering,13,Nova,,,,,10,Boudlerfall Enclave
,,White,chromatic,arcane,brutish and predatory survivalists,2,Dragon History,15,Seraphic,,,,,10,Boudlerfall Enclave
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,18,Enigma,,,,,10,Boudlerfall Enclave
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,18,Enigma,,,,,10,Boudlerfall Enclave
,,Infernal,planar,divine,tyranical deal brokers,6,Arcane Artifice and Enchantment Studies,6,Eclipse,,,,,4,Crystalmount Rise
,,Green,chromatic,arcane,obessive and meticulous scholars,5,Mineral Extraction & Refinement,12,Whirlwind,,,,,4,Crystalmount Rise
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",12,Elemental Binding,14,Elysium,,,,,4,Crystalmount Rise
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,2,Dragon History,2,Empyrean,,,,,4,Crystalmount Rise
,,Cloud,primal,primal,wander & exlpore,2,Dragon History,15,Seraphic,,,,,4,Crystalmount Rise
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",10,Eldritch Engineering,2,Empyrean,,,,,5,Ashspire Hollow
,,Magma,primal,primal,"brash, unpredictable, & violent",1,Prophecy,5,Nebula,,,,,5,Ashspire Hollow
,,Brass,metallic,arcane,curious & short attention span,3,Ancient Relics and Artifacts: ,12,Whirlwind,,,,,5,Ashspire Hollow
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,9,Magical Theory and Application,6,Eclipse,,,,,5,Ashspire Hollow
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,13,Nova,,,,,5,Ashspire Hollow
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",2,Dragon History,18,Enigma,,,,,99,Graveyard
,,White,chromatic,arcane,brutish and predatory survivalists,8,Political Intrigue and Diplomacy,1,Exalted,,,,,99,Graveyard
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,6,Eclipse,,,,,99,Graveyard
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,6,Eclipse,,,,,99,Graveyard
,,Brass,metallic,arcane,curious & short attention span,7,Planar Studies,8,Wraith,,,,,99,Graveyard
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,2,Dragon History,8,Wraith,,,,,13,Pearl Current Row
,,Indigo,wild,arcane,party going revelers,9,Magical Theory and Application,16,Wildfire,,,,,13,Pearl Current Row
,,Gold,metallic,divine,wise counselor and leader,8,Political Intrigue and Diplomacy,20,Whisper,,,,,13,Pearl Current Row
,,Umbral,primal,primal,malicious hunters of the undead,6,Arcane Artifice and Enchantment Studies,11,Sunfire,,,,,13,Pearl Current Row
,,Green,chromatic,arcane,obessive and meticulous scholars,9,Magical Theory and Application,2,Empyrean,,,,,13,Pearl Current Row
,,Red,chromatic,arcane,proud and arrogant,3,Ancient Relics and Artifacts: ,12,Whirlwind,,,,,4,Crystalmount Rise
,,Sea,imperial,arcane,ind & fickle,8,Political Intrigue and Diplomacy,14,Elysium,,,,,4,Crystalmount Rise
,,Copper,metallic,arcane,prankster & hedonist,2,Dragon History,12,Whirlwind,,,,,4,Crystalmount Rise
,,Etheric,esoteric,Occult,pragmatic survivalists,5,Mineral Extraction & Refinement,3,Stellar,,,,,4,Crystalmount Rise
,,Copper,metallic,arcane,prankster & hedonist,2,Dragon History,6,Eclipse,,,,,4,Crystalmount Rise
,,Sky,imperial,divine,religious traditionalist,7,Planar Studies,15,Seraphic,,,,,6,Stoneheart Halls
,,Sky,imperial,divine,religious traditionalist,12,Elemental Binding,16,Wildfire,,,,,6,Stoneheart Halls
,,Copper,metallic,arcane,prankster & hedonist,3,Ancient Relics and Artifacts: ,17,Nightshade,,,,,6,Stoneheart Halls
,,Sea,imperial,arcane,ind & fickle,5,Mineral Extraction & Refinement,11,Sunfire,,,,,6,Stoneheart Halls
,,Occult,esoteric,Occult,eclectic seekers,1,Prophecy,13,Nova,,,,,6,Stoneheart Halls
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,8,Political Intrigue and Diplomacy,14,Elysium,,,,,16,Zephyr Arcades
,,White,chromatic,arcane,brutish and predatory survivalists,10,Eldritch Engineering,9,Nexus,,,,,16,Zephyr Arcades
,,Lunar,outer,arcane,nosy interplanetary people watchers,2,Dragon History,1,Exalted,,,,,16,Zephyr Arcades
,,rift,planar,divine,rampagers who break things,1,Prophecy,18,Enigma,,,,,16,Zephyr Arcades
,,Brass,metallic,arcane,curious & short attention span,4,Economic Dominance and Resource Management,5,Nebula,,,,,16,Zephyr Arcades
,,Time,outer,arcane,patient watchers and guardians of history,2,Dragon History,13,Nova,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",12,Elemental Binding,11,Sunfire,,,,,99,Graveyard
,,Copper,metallic,arcane,prankster & hedonist,7,Planar Studies,17,Nightshade,,,,,99,Graveyard
,,Brine,primal,primal,rigid courtsey & discipline,5,Mineral Extraction & Refinement,16,Wildfire,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",11,Arcanomechanics,14,Elysium,,,,,99,Graveyard
,,Soverign,imperial,Occult,"subtle manipulators, negotiators",5,Mineral Extraction & Refinement,5,Nebula,,,,,6,Stoneheart Halls
,,Amber,wild,arcane,gossip & information broker,1,Prophecy,9,Nexus,,,,,6,Stoneheart Halls
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,10,Eldritch Engineering,3,Stellar,,,,,6,Stoneheart Halls
,,Amethyst,jewel,arcane/divine,deception and stealth,5,Mineral Extraction & Refinement,9,Nexus,,,,,6,Stoneheart Halls
,,Gold,metallic,divine,wise counselor and leader,8,Political Intrigue and Diplomacy,11,Sunfire,,,,,6,Stoneheart Halls
,,Copper,metallic,arcane,prankster & hedonist,7,Planar Studies,20,Whisper,,,,,12,Mistwood Shoals
,,White,chromatic,arcane,brutish and predatory survivalists,4,Economic Dominance and Resource Management,18,Enigma,,,,,12,Mistwood Shoals
,,Gold,metallic,divine,wise counselor and leader,11,Arcanomechanics,20,Whisper,,,,,12,Mistwood Shoals
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,9,Nexus,,,,,12,Mistwood Shoals
,,Cloud,primal,primal,wander & exlpore,5,Mineral Extraction & Refinement,10,Echo,,,,,12,Mistwood Shoals
,,Red,chromatic,arcane,proud and arrogant,7,Planar Studies,10,Echo,,,,,11,Tidepool Grotto
,,Brass,metallic,arcane,curious & short attention span,9,Magical Theory and Application,11,Sunfire,,,,,11,Tidepool Grotto
,,Copper,metallic,arcane,prankster & hedonist,9,Magical Theory and Application,5,Nebula,,,,,11,Tidepool Grotto
,,Green,chromatic,arcane,obessive and meticulous scholars,9,Magical Theory and Application,5,Nebula,,,,,11,Tidepool Grotto
,,Copper,metallic,arcane,prankster & hedonist,1,Prophecy,15,Seraphic,,,,,11,Tidepool Grotto
,,Moonstone,jewel,divine,wise and gentle storytellers and teachers,11,Arcanomechanics,4,Wisp,,,,,99,Graveyard
,,Infernal,planar,divine,tyranical deal brokers,8,Political Intrigue and Diplomacy,2,Empyrean,,,,,99,Graveyard
,,Underworld,imperial,arcane,natural alchemists and hoarders,3,Ancient Relics and Artifacts: ,5,Nebula,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",7,Planar Studies,5,Nebula,,,,,99,Graveyard
,,Sapphire,jewel,Occult,Militaristic and warlike,10,Eldritch Engineering,6,Eclipse,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,11,Arcanomechanics,10,Echo,,,,,3,Pyre Crest
,,Etheric,esoteric,Occult,pragmatic survivalists,7,Planar Studies,2,Empyrean,,,,,3,Pyre Crest
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",6,Arcane Artifice and Enchantment Studies,4,Wisp,,,,,3,Pyre Crest
,,Solar,outer,arcane,uber arrogant,7,Planar Studies,2,Empyrean,,,,,3,Pyre Crest
,,Gold,metallic,divine,wise counselor and leader,8,Political Intrigue and Diplomacy,18,Enigma,,,,,3,Pyre Crest
,,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,19,Shadow,,,,,16,Zephyr Arcades
,,Copper,metallic,arcane,prankster & hedonist,8,Political Intrigue and Diplomacy,2,Empyrean,,,,,16,Zephyr Arcades
,,White,chromatic,arcane,brutish and predatory survivalists,9,Magical Theory and Application,14,Elysium,,,,,16,Zephyr Arcades
,,Brass,metallic,arcane,curious & short attention span,1,Prophecy,5,Nebula,,,,,16,Zephyr Arcades
,,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,2,Empyrean,,,,,16,Zephyr Arcades
,,Astral,esoteric,Occult,private & proud,12,Elemental Binding,5,Nebula,,,,,10,Boudlerfall Enclave
,,Copper,metallic,arcane,prankster & hedonist,10,Eldritch Engineering,6,Eclipse,,,,,10,Boudlerfall Enclave
,,Red,chromatic,arcane,proud and arrogant,9,Magical Theory and Application,18,Enigma,,,,,10,Boudlerfall Enclave
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,11,Arcanomechanics,4,Wisp,,,,,10,Boudlerfall Enclave
,,Harlequin,wild,arcane,clever and insightful jesters,3,Ancient Relics and Artifacts: ,14,Elysium,,,,,10,Boudlerfall Enclave
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,18,Enigma,,,,,16,Zephyr Arcades
,,Gold,metallic,divine,wise counselor and leader,4,Economic Dominance and Resource Management,4,Wisp,,,,,16,Zephyr Arcades
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,7,Planar Studies,4,Wisp,,,,,16,Zephyr Arcades
,,Bliss,planar,divine,serene healers,3,Ancient Relics and Artifacts: ,4,Wisp,,,,,16,Zephyr Arcades
,,White,chromatic,arcane,brutish and predatory survivalists,6,Arcane Artifice and Enchantment Studies,9,Nexus,,,,,16,Zephyr Arcades
,,Brine,primal,primal,rigid courtsey & discipline,12,Elemental Binding,12,Whirlwind,,,,,2,Cinderwalk Court
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,4,Economic Dominance and Resource Management,6,Eclipse,,,,,2,Cinderwalk Court
,,Paradise,planar,divine,defender and champion of righteousnous,5,Mineral Extraction & Refinement,11,Sunfire,,,,,2,Cinderwalk Court
,,Toadstool,leshy,primal,communal gourmands,10,Eldritch Engineering,8,Wraith,,,,,2,Cinderwalk Court
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,10,Echo,,,,,2,Cinderwalk Court
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,7,Starlight,,,,,15,Moonwater Falls
,,Gold,metallic,divine,wise counselor and leader,9,Magical Theory and Application,10,Echo,,,,,15,Moonwater Falls
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",4,Economic Dominance and Resource Management,9,Nexus,,,,,15,Moonwater Falls
,,Edict,planar,divine,"planner, order bringer, & corruption purger",1,Prophecy,11,Sunfire,,,,,15,Moonwater Falls
,,Forest,imperial,primal,guardians of nature,7,Planar Studies,20,Whisper,,,,,15,Moonwater Falls
,,Brass,metallic,arcane,curious & short attention span,9,Magical Theory and Application,20,Whisper,,,,,1,Emberfall Heights
,,Brass,metallic,arcane,curious & short attention span,7,Planar Studies,1,Exalted,,,,,1,Emberfall Heights
,,Green,chromatic,arcane,obessive and meticulous scholars,8,Political Intrigue and Diplomacy,5,Nebula,,,,,1,Emberfall Heights
,,Green,chromatic,arcane,obessive and meticulous scholars,7,Planar Studies,17,Nightshade,,,,,1,Emberfall Heights
,,White,chromatic,arcane,brutish and predatory survivalists,12,Elemental Binding,15,Seraphic,,,,,1,Emberfall Heights
,,Red,chromatic,arcane,proud and arrogant,6,Arcane Artifice and Enchantment Studies,14,Elysium,,,,,99,Graveyard
,,Green,chromatic,arcane,obessive and meticulous scholars,7,Planar Studies,14,Elysium,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,4,Economic Dominance and Resource Management,9,Nexus,,,,,99,Graveyard
,,Cerulean,wild,arcane,explorers and adventurers,9,Magical Theory and Application,14,Elysium,,,,,99,Graveyard
,,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,2,Empyrean,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,5,Mineral Extraction & Refinement,6,Eclipse,,,,,11,Tidepool Grotto
,,Umbral,primal,primal,malicious hunters of the undead,3,Ancient Relics and Artifacts: ,11,Sunfire,,,,,11,Tidepool Grotto
,,Amber,wild,arcane,gossip & information broker,11,Arcanomechanics,6,Eclipse,,,,,11,Tidepool Grotto
,,Cloud,primal,primal,wander & exlpore,8,Political Intrigue and Diplomacy,15,Seraphic,,,,,11,Tidepool Grotto
,,Green,chromatic,arcane,obessive and meticulous scholars,4,Economic Dominance and Resource Management,17,Nightshade,,,,,11,Tidepool Grotto
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,9,Magical Theory and Application,3,Stellar,,,,,11,Tidepool Grotto
,,Red,chromatic,arcane,proud and arrogant,1,Prophecy,5,Nebula,,,,,11,Tidepool Grotto
,,Amber,wild,arcane,gossip & information broker,7,Planar Studies,10,Echo,,,,,11,Tidepool Grotto
,,Red,chromatic,arcane,proud and arrogant,1,Prophecy,19,Shadow,,,,,11,Tidepool Grotto
,,Red,chromatic,arcane,proud and arrogant,6,Arcane Artifice and Enchantment Studies,10,Echo,,,,,11,Tidepool Grotto
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,1,Prophecy,2,Empyrean,,,,,12,Mistwood Shoals
,,Crystal,primal,primal,build beautiful homes,5,Mineral Extraction & Refinement,6,Eclipse,,,,,12,Mistwood Shoals
,,Copper,metallic,arcane,prankster & hedonist,5,Mineral Extraction & Refinement,1,Exalted,,,,,12,Mistwood Shoals
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",8,Political Intrigue and Diplomacy,6,Eclipse,,,,,12,Mistwood Shoals
,,Green,chromatic,arcane,obessive and meticulous scholars,12,Elemental Binding,6,Eclipse,,,,,12,Mistwood Shoals
,,Brass,metallic,arcane,curious & short attention span,6,Arcane Artifice and Enchantment Studies,20,Whisper,,,,,18,Galeholm Fields
,,Magma,primal,primal,"brash, unpredictable, & violent",3,Ancient Relics and Artifacts: ,13,Nova,,,,,18,Galeholm Fields
,,Red,chromatic,arcane,proud and arrogant,9,Magical Theory and Application,7,Starlight,,,,,18,Galeholm Fields
,,Green,chromatic,arcane,obessive and meticulous scholars,11,Arcanomechanics,9,Nexus,,,,,18,Galeholm Fields
,,Gold,metallic,divine,wise counselor and leader,11,Arcanomechanics,9,Nexus,,,,,18,Galeholm Fields
,,Cloud,primal,primal,wander & exlpore,2,Dragon History,20,Whisper,,,,,99,Graveyard
,,Red,chromatic,arcane,proud and arrogant,4,Economic Dominance and Resource Management,9,Nexus,,,,,99,Graveyard
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,7,Planar Studies,12,Whirlwind,,,,,99,Graveyard
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",9,Magical Theory and Application,20,Whisper,,,,,99,Graveyard
,,Green,chromatic,arcane,obessive and meticulous scholars,11,Arcanomechanics,3,Stellar,,,,,99,Graveyard
,,Cloud,primal,primal,wander & exlpore,3,Ancient Relics and Artifacts: ,9,Nexus,,,,,9,Terrashield Keep
,,White,chromatic,arcane,brutish and predatory survivalists,4,Economic Dominance and Resource Management,15,Seraphic,,,,,9,Terrashield Keep
,,Cloud,primal,primal,wander & exlpore,8,Political Intrigue and Diplomacy,2,Empyrean,,,,,9,Terrashield Keep
,,Dream,esoteric,Occult," wanderers, hunters, masters, and guardians of the Dreamland",3,Ancient Relics and Artifacts: ,9,Nexus,,,,,9,Terrashield Keep
,,Sky,imperial,divine,religious traditionalist,9,Magical Theory and Application,13,Nova,,,,,9,Terrashield Keep
,,Emerald,jewel,arcane,"inquisitive, knowledgeable sage",3,Ancient Relics and Artifacts: ,4,Wisp,,,,,99,Graveyard
,,Crystal,primal,primal,build beautiful homes,1,Prophecy,3,Stellar,,,,,99,Graveyard
,,Vortex,outer,arcane,interplanetary messengers,6,Arcane Artifice and Enchantment Studies,19,Shadow,,,,,99,Graveyard
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,9,Magical Theory and Application,12,Whirlwind,,,,,99,Graveyard
,,Brass,metallic,arcane,curious & short attention span,8,Political Intrigue and Diplomacy,4,Wisp,,,,,99,Graveyard
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,10,Eldritch Engineering,5,Nebula,,,,,19,Whirlwind Rise
,,Copper,metallic,arcane,prankster & hedonist,8,Political Intrigue and Diplomacy,20,Whisper,,,,,19,Whirlwind Rise
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",12,Elemental Binding,5,Nebula,,,,,19,Whirlwind Rise
,,Soverign,imperial,Occult,"subtle manipulators, negotiators",8,Political Intrigue and Diplomacy,12,Whirlwind,,,,,19,Whirlwind Rise
,,Brass,metallic,arcane,curious & short attention span,9,Magical Theory and Application,9,Nexus,,,,,19,Whirlwind Rise
,,Emerald,jewel,arcane,"inquisitive, knowledgeable sage",3,Ancient Relics and Artifacts: ,9,Nexus,,,,,20,Aetherwell Terrace
,,White,chromatic,arcane,brutish and predatory survivalists,8,Political Intrigue and Diplomacy,14,Elysium,,,,,20,Aetherwell Terrace
,,Brass,metallic,arcane,curious & short attention span,11,Arcanomechanics,15,Seraphic,,,,,20,Aetherwell Terrace
,,Green,chromatic,arcane,obessive and meticulous scholars,4,Economic Dominance and Resource Management,13,Nova,,,,,20,Aetherwell Terrace
,,Red,chromatic,arcane,proud and arrogant,10,Eldritch Engineering,1,Exalted,,,,,20,Aetherwell Terrace
,,Red,chromatic,arcane,proud and arrogant,6,Arcane Artifice and Enchantment Studies,13,Nova,,,,,1,Emberfall Heights
,,Vortex,outer,arcane,interplanetary messengers,3,Ancient Relics and Artifacts: ,16,Wildfire,,,,,1,Emberfall Heights
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,6,Arcane Artifice and Enchantment Studies,13,Nova,,,,,1,Emberfall Heights
,,Copper,metallic,arcane,prankster & hedonist,3,Ancient Relics and Artifacts: ,4,Wisp,,,,,1,Emberfall Heights
,,Amber,wild,arcane,gossip & information broker,2,Dragon History,1,Exalted,,,,,1,Emberfall Heights
,,Gold,metallic,divine,wise counselor and leader,8,Political Intrigue and Diplomacy,1,Exalted,,,,,2,Cinderwalk Court
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,1,Prophecy,14,Elysium,,,,,2,Cinderwalk Court
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,1,Prophecy,16,Wildfire,,,,,2,Cinderwalk Court
,,Gold,metallic,divine,wise counselor and leader,11,Arcanomechanics,16,Wildfire,,,,,2,Cinderwalk Court
,,Brass,metallic,arcane,curious & short attention span,3,Ancient Relics and Artifacts: ,7,Starlight,,,,,2,Cinderwalk Court
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,8,Political Intrigue and Diplomacy,16,Wildfire,,,,,7,Verdant Hollow
,,White,chromatic,arcane,brutish and predatory survivalists,12,Elemental Binding,13,Nova,,,,,7,Verdant Hollow
,,Soverign,imperial,Occult,"subtle manipulators, negotiators",12,Elemental Binding,12,Whirlwind,,,,,7,Verdant Hollow
,,Gold,metallic,divine,wise counselor and leader,6,Arcane Artifice and Enchantment Studies,1,Exalted,,,,,7,Verdant Hollow
,,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",1,Prophecy,8,Wraith,,,,,7,Verdant Hollow
,,Red,chromatic,arcane,proud and arrogant,12,Elemental Binding,2,Empyrean,,,,,6,Stoneheart Halls
,,Red,chromatic,arcane,proud and arrogant,3,Ancient Relics and Artifacts: ,20,Whisper,,,,,6,Stoneheart Halls
,,Brass,metallic,arcane,curious & short attention span,6,Arcane Artifice and Enchantment Studies,19,Shadow,,,,,6,Stoneheart Halls
,,Void,outer,arcane,corrupted destroyers,2,Dragon History,8,Wraith,,,,,6,Stoneheart Halls
,,Tumult,planar,divine,capricious seekers of change,4,Economic Dominance and Resource Management,3,Stellar,,,,,6,Stoneheart Halls
,,Copper,metallic,arcane,prankster & hedonist,1,Prophecy,16,Wildfire,,,,,8,Crystal Mantle
,,Bronze,metallic,arcane,stoic scholars and guardians of lore,11,Arcanomechanics,10,Echo,,,,,8,Crystal Mantle
,,Indigo,wild,arcane,party going revelers,11,Arcanomechanics,14,Elysium,,,,,8,Crystal Mantle
,,Copper,metallic,arcane,prankster & hedonist,12,Elemental Binding,7,Starlight,,,,,8,Crystal Mantle
,,Black,chromatic,arcane,loaners with mean streaks & like swamps,1,Prophecy,19,Shadow,,,,,8,Crystal Mantle
,,Brass,metallic,arcane,curious & short attention span,8,Political Intrigue and Diplomacy,1,Exalted,,,,,8,Crystal Mantle
,,Red,chromatic,arcane,proud and arrogant,8,Political Intrigue and Diplomacy,17,Nightshade,,,,,8,Crystal Mantle
,,Blue,chromatic,arcane,poised cosmopolitan manipulators,12,Elemental Binding,20,Whisper,,,,,8,Crystal Mantle
